 1082.000  0.9996948     0.163147   
 1082.125  1             0.161499   
 1082.375  0.999115      0.1617737  
 1082.500  0.9996338     0.1612549  
 1082.625  0.9995728     0.1607971  
 1082.750  0.9989624     0.161438   
 1082.875  1.000305      0.1585083  
 1083.000  0.9997864     0.1592102  
 1083.125  1.000793      0.1601562  
 1083.250  0.9999084     0.1606445  
 1083.375  0.9992065     0.1587524  
 1083.500  1.001343      0.1552734  
 1083.625  0.9992676     0.1579895  
 1083.750  1.000244      0.1572266  
 1083.875  1.000122      0.1561279  
 1084.000  1.000977      0.1557617  
 1084.125  1.000244      0.1552124  
 1084.250  1.001282      0.1530762  
 1084.375  1.000488      0.1546021  
 1084.500  1.001465      0.1542358  
 1084.625  0.9991455     0.1537781  
 1084.750  1.000305      0.151062   
 1084.875  1.000061      0.1552124  
 1085.000  1.002686      0.1506348  
 1085.125  1.000671      0.1514282  
 1085.375  0.9996033     0.1509399  
 1085.500  1.001648      0.1497803  
 1085.625  0.9996948     0.1515503  
 1085.750  1.001953      0.1478271  
 1085.875  1.001282      0.1472168  
 1086.000  1.002441      0.1459961  
 1086.125  0.999939      0.1487122  
 1086.250  1.000305      0.1472778  
 1086.375  1.00116       0.1466675  
 1086.500  1.000488      0.1481323  
 1086.625  1.00116       0.1438599  
 1086.750  1.002319      0.1439209  
 1086.875  1.00177       0.1433105  
 1087.000  1.001953      0.1425781  
 1087.125  1.002014      0.1415405  
 1087.250  1.000793      0.1419067  
 1087.375  1.001404      0.1409912  
 1087.500  1.001526      0.1407471  
 1087.625  1.00116       0.1403809  
 1087.750  1.001892      0.1379395  
 1087.875  1.002197      0.1375122  
 1088.000  1.000854      0.1386719  
 1088.125  1.003296      0.1346436  
 1088.250  1.002502      0.1361694  
 1088.375  1.001221      0.1356201  
 1088.500  1.001648      0.137207   
 1088.625  1.002441      0.1320801  
 1088.750  1.003052      0.133606   
 1088.875  1.002441      0.130127   
 1089.000  1.001587      0.1328735  
 1089.125  1.002441      0.1317749  
 1089.250  1.000854      0.1324463  
 1089.375  1.002869      0.130249   
 1089.500  1.001465      0.1278076  
 1089.625  1.001465      0.1287842  
 1089.750  1.00177       0.1293945  
 1089.875  1.002686      0.1262817  
 1090.000  1.002502      0.1262817  
 1090.125  1.003357      0.1266479  
 1090.250  1.004089      0.1255493  
 1090.375  1.004211      0.1223755  
 1090.500  1.002197      0.1217651  
 1090.625  1.003113      0.1217041  
 1090.750  1.003845      0.1181641  
 1090.875  1.00415       0.1184692  
 1091.000  1.004944      0.1164551  
 1091.125  1.002747      0.119873   
 1091.250  1.00415       0.1160889  
