 1091.375  1.00293       0.114502   
 1091.500  1.002625      0.1153564  
 1091.625  1.002808      0.1143188  
 1091.750  1.00531       0.1113281  
 1091.875  1.00354       0.1115723  
 1092.000  1.004333      0.1118164  
 1092.125  1.003845      0.1083374  
 1092.250  1.003967      0.1066895  
 1092.375  1.003357      0.107605   
 1092.500  1.004456      0.1034546  
 1092.625  1.004333      0.1052246  
 1092.750  1.004456      0.100647   
 1092.875  1.004272      0.1000366  
 1093.000  1.004456      0.1011353  
 1093.125  1.003418      0.09979248 
 1093.250  1.004639      0.09869385 
 1093.375  1.00531       0.09326172 
 1093.500  1.004272      0.09368896 
 1093.625  1.004883      0.09161377 
 1093.750  1.00238       0.09094238 
 1093.875  1.004517      0.08721924 
 1094.000  1.003967      0.08624268 
 1094.125  1.003662      0.08654785 
 1094.250  1.005127      0.08154297 
 1094.375  1.003662      0.08013916 
 1094.500  1.00293       0.07623291 
 1094.625  1.00531       0.07501221 
 1094.750  1.003967      0.07452393 
 1094.875  1.005127      0.06982422 
 1095.000  1.002991      0.0657959  
 1095.125  1.002319      0.06494141 
 1095.250  1.003784      0.06530762 
 1095.375  1.003601      0.05700684 
 1095.500  1.00293       0.05535889 
 1095.625  1.002869      0.05023193 
 1095.750  1.001892      0.04858398 
 1095.875  1.00354       0.04333496 
 1096.000  1.001221      0.03857422 
 1096.125  1.000305      0.03417969 
 1096.250  0.9997864     0.03005981 
 1096.375  0.9992981     0.02444458 
 1096.500  0.9991455     0.01797485 
 1096.625  0.997345      0.01321411 
 1096.750  0.9962158     0.006072998
 1096.875  0.9949341    -0.002807617
 1097.000  0.9921875    -0.01010132 
 1097.125  0.9894409    -0.02084351 
 1097.250  0.987915     -0.03155518 
 1097.375  0.9830627    -0.04241943 
 1097.500  0.9783325    -0.05892944 
 1097.625  0.9724121    -0.07189941 
 1097.750  0.9645996    -0.0874939  
 1097.875  0.9537964    -0.1091309  
 1098.000  0.9390869    -0.1326599  
 1098.125  0.9190369    -0.1617737  
 1098.250  0.8893738    -0.1944885  
 1098.375  0.8453369    -0.2330017  
 1098.500  0.7800598    -0.2715454  
 1098.625  0.6785583    -0.3041077  
 1098.750  0.5316162    -0.3005981  
 1098.875  0.3536072    -0.2064667  
 1099.000  0.2342606     0.0109787  
 1099.125  0.2739105     0.2639313  
 1099.250  0.4265594     0.4157562  
 1099.375  0.5787659     0.4639893  
 1099.500  0.6938782     0.45578    
 1099.625  0.7736816     0.4309082  
 1099.750  0.8272705     0.4000854  
 1099.875  0.8632507     0.3726501  
 1100.000  0.8929749     0.3485413  
 1100.125  0.9111633     0.3260803  
 1100.250  0.9274292     0.3035278  
 1100.375  0.9392395     0.2867737  
 1100.500  0.9480286     0.2738953  
 1100.625  0.9558716     0.2588501  
 1100.750  0.9598389     0.2493591  
 1100.875  0.9667053     0.2366638  
 1101.000  0.9698486     0.2261963  
 1101.125  0.9741516     0.2172546  
 1101.250  0.9761963     0.2094421  
 1101.375  0.9787598     0.2028198  
 1101.500  0.9815063     0.1952515  
 1101.625  0.9837341     0.1881714  
 1101.750  0.9860229     0.1803894  
 1101.875  0.9874268     0.1726379  
 1102.000  0.9880066     0.1670532  
 1102.125  0.9914856     0.1629944  
 1102.250  0.9914551     0.1555786  
 1102.375  0.9914551     0.1491089  
 1102.500  0.9920044     0.1473389  
 1102.625  0.9941101     0.139801   
 1102.750  0.9934692     0.1349792  
 1102.875  0.9945068     0.1284485  
 1103.000  0.9944153     0.1255188  
 1103.125  0.9954224     0.1183167  
 1103.250  0.9967957     0.1123352  
 1103.375  0.9969482     0.1102905  
 1103.500  0.9972839     0.1005249  
 1103.625  0.9971619     0.09915161 
 1103.750  0.9972229     0.08880615 
 1103.875  0.9975586     0.08557129 
 1104.000  0.9970093     0.07687378 
 1104.125  0.9973145     0.07250977 
 1104.250  0.9959412     0.06774902 
 1104.375  0.9960327     0.05712891 
 1104.500  0.994873      0.04818726 
 1104.625  0.9954529     0.03808594 
 1104.750  0.9943237     0.03399658 
 1104.875  0.9930115     0.02081299 
 1105.000  0.9916077     0.0144043  
 1105.125  0.9893188     0.001342773
 1105.250  0.9871826    -0.01034546 
 1105.375  0.9836426    -0.02462769 
 1105.500  0.9822388    -0.03723145 
 1105.625  0.9754639    -0.05249023 
 1105.750  0.9700623    -0.07144165 
 1105.875  0.9644165    -0.09136963 
 1106.000  0.95401      -0.1116028  
 1106.125  0.9417114    -0.1352234  
 1106.250  0.9260559    -0.1678772  
 1106.375  0.9042358    -0.2003174  
 1106.500  0.8765564    -0.2388     
 1106.625  0.8372803    -0.2784729  
 1106.750  0.7814636    -0.3242493  
 1106.875  0.7035828    -0.3721313  
 1107.000  0.5959778    -0.4081116  
