11854921875.0 0.8963086 117.35934
11854956250.0 0.89676398 117.2352
11854990625.0 0.89576852 117.27905
11855025000.0 0.89678925 117.31772
11855059375.0 0.89551407 117.26392
11855093750.0 0.89718783 117.31345
11855128125.0 0.89676136 117.28877
11855162500.0 0.89658415 117.22253
11855196875.0 0.89747149 117.29594
11855231250.0 0.89442992 117.13982
11855265625.0 0.895091 117.25167
11855300000.0 0.89572239 117.17549
11855334375.0 0.89574403 117.25073
11855368750.0 0.89587408 117.20297
11855403125.0 0.89571458 117.21778
11855437500.0 0.89430487 117.28909
11855471875.0 0.89441961 117.29834
11855506250.0 0.8953526 117.14883
11855540625.0 0.89435893 117.12946
11855575000.0 0.89425969 117.1875
11855609375.0 0.8942768 117.15597
11855643750.0 0.89623129 117.08246
11855678125.0 0.89610422 117.05608
11855712500.0 0.89590138 116.97398
11855746875.0 0.89489079 117.00529
11855781250.0 0.89478779 117.0548
11855815625.0 0.8935625 116.98199
11855850000.0 0.89556229 117.03841
11855884375.0 0.89516711 117.05596
11855918750.0 0.89594412 117.01086
11855953125.0 0.8949495 117.01126
11855987500.0 0.89484024 117.00047
11856021875.0 0.89310575 116.96014
11856056250.0 0.89458376 116.92809
11856090625.0 0.89526665 117.03094
11856125000.0 0.89498961 117.01234
11856159375.0 0.89599037 117.01469
11856193750.0 0.89414459 116.93258
11856228125.0 0.89376825 116.90477
11856262500.0 0.8937971 116.99203
11856296875.0 0.89380407 116.87016
11856331250.0 0.89487404 116.92445
11856365625.0 0.89320457 116.9012
11856400000.0 0.89396572 116.92143
11856434375.0 0.89259183 117.00733
11856468750.0 0.89326084 116.92307
11856503125.0 0.8933847 116.89081
11856537500.0 0.89288139 116.936
11856571875.0 0.89364254 116.83162
11856606250.0 0.89492238 116.89644
11856640625.0 0.8934949 116.90836
11856675000.0 0.89511091 116.93289
11856709375.0 0.89430636 116.80105
11856743750.0 0.89289981 116.84406
11856778125.0 0.89360863 116.75068
11856812500.0 0.89513373 116.82191
11856846875.0 0.89234877 116.6907
11856881250.0 0.89223582 116.78268
11856915625.0 0.89295894 116.84077
11856950000.0 0.8933754 116.72281
11856984375.0 0.89406329 116.68874
11857018750.0 0.89416027 116.64305
11857053125.0 0.89441711 116.66139
11857087500.0 0.89384001 116.63832
11857121875.0 0.89244443 116.6562
11857156250.0 0.89458919 116.69464
11857190625.0 0.89341754 116.67638
11857225000.0 0.89326125 116.72607
11857259375.0 0.89157122 116.71942
11857293750.0 0.89300007 116.73203
11857328125.0 0.89246106 116.77714
11857362500.0 0.89141929 116.71612
11857396875.0 0.89185303 116.54285
11857431250.0 0.89175141 116.60969
11857465625.0 0.89210653 116.59782
11857500000.0 0.89250785 116.64903
11857534375.0 0.89173216 116.67022
11857568750.0 0.89169025 116.62793
11857603125.0 0.89173335 116.56229
11857637500.0 0.89228624 116.58305
11857671875.0 0.89225084 116.52886
11857706250.0 0.89199132 116.47694
11857740625.0 0.89151841 116.5514
11857775000.0 0.89262825 116.56059
11857809375.0 0.8923564 116.55041
11857843750.0 0.89258337 116.57668
11857878125.0 0.89187682 116.49527
11857912500.0 0.89159876 116.45046
11857946875.0 0.89283717 116.45571
11857981250.0 0.89137429 116.61243
11858015625.0 0.8920843 116.47101
11858050000.0 0.89226907 116.5218
11858084375.0 0.89126241 116.43936
11858118750.0 0.89074606 116.47977
11858153125.0 0.89086425 116.42989
11858187500.0 0.89177626 116.48208
11858221875.0 0.89041263 116.39822
11858256250.0 0.89151937 116.45248
11858290625.0 0.8907842 116.40031
11858325000.0 0.89041108 116.44563
11858359375.0 0.89025223 116.2758
11858393750.0 0.89061087 116.32948
11858428125.0 0.89136344 116.26817
11858462500.0 0.89035976 116.29579
11858496875.0 0.89109451 116.40175
11858531250.0 0.89006573 116.39395
11858565625.0 0.89087522 116.3049
11858600000.0 0.89097345 116.31401
11858634375.0 0.88905054 116.15921
11858668750.0 0.88935083 116.28415
11858703125.0 0.88887668 116.34657
11858737500.0 0.88845307 116.33655
11858771875.0 0.8884871 116.19107
11858806250.0 0.89046055 116.21651
